player_name,hometown,school_name,position,conference
Tom Savage,"SPRINGFIELD, PA",Pittsburgh,QB,ACC
Trey Anderson,"PEARLAND, TX",Pittsburgh,QB,ACC
Dontez Ford,"MCKEES ROCKS, PA",Pittsburgh,WR,ACC
Ronald Jones,"FORT MEADE, FL",Pittsburgh,WR,ACC
Devin Street,"BETHLEHEM, PA",Pittsburgh,WR,ACC
Chad Voytik,"CLEVELAND, TN",Pittsburgh,QB,ACC
Chris Wuestner,"CARLISLE, PA",Pittsburgh,WR,ACC
Brandon Ifill,"PITTSBURGH, PA",Pittsburgh,WR,ACC
Tyler Boyd,"CLAIRTON, PA",Pittsburgh,WR,ACC
Brett Zuck,"SHIPPENVILLE, PA",Pittsburgh,WR,ACC
Zach Challingsworth,"MCDONALD, PA",Pittsburgh,WR,ACC
Ed Tinker,"PITTSBURGH, PA",Pittsburgh,WR,ACC
Jester Weah,"MADISON, WI",Pittsburgh,WR,ACC
Reggie Green,"CRANFORD, NJ",Pittsburgh,WR,ACC
Kevin Weatherspoon,"CLAIRTON, PA",Pittsburgh,WR,ACC
Quinta Funderburk,"NORFOLK, VA",Syracuse,WR,ACC
Mitch Kimble,"JERSEYVILLE, IL",Syracuse,QB,ACC
Austin Wilson,"CAMP HILL, PA",Syracuse,QB,ACC
Troy Green,"SKANEATELES, NY",Syracuse,QB,ACC
Drew Allen,"SAN ANTONIO, TX",Syracuse,QB,ACC
Terrel Hunt,"ROSEDALE, NY",Syracuse,QB,ACC
Corey Winfield,"SAINT LOUIS, MO",Syracuse,WR,ACC
John Kinder,"INWOOD, NY",Syracuse,QB,ACC
Keenan Hale,"CONYERS, GA",Syracuse,WR,ACC
Charley Loeb,"HOLLIS, NH",Syracuse,QB,ACC
Christopher Clark,"LOS ANGELES, CA",Syracuse,WR,ACC
Brisly Estime,"DELRAY BEACH, FL",Syracuse,WR,ACC
Adrian Flemming,"ASHBURN, VA",Syracuse,WR,ACC
Jeremiah Kobena,"NEW YORK, NY",Syracuse,WR,ACC
Macauley Hill,"PORT HURON, MI",Syracuse,WR,ACC
Franklin Santos,"PROVIDENCE, RI",Syracuse,WR,ACC
Alvin Cornelius,"STATEN ISLAND, NY",Syracuse,WR,ACC
Sean Avant,"MIRAMAR, FL",Syracuse,WR,ACC
Ben Lewis,"MIDDLETOWN, MD",Syracuse,WR,ACC
Jarrod West,"BETHLEHEM, PA",Syracuse,WR,ACC
Dominique Terrell,"MANASSAS, VA",Virginia,WR,ACC
David Watford,"HAMPTON, VA",Virginia,QB,ACC
Darius Jennings,"BALTIMORE, MD",Virginia,WR,ACC
Pablo Alvarez,"CORAL GABLES, FL",Virginia,WR,ACC
Greyson Lambert,"JESUP, GA",Virginia,QB,ACC
Andre Levrone,"LAUREL, MD",Virginia,WR,ACC
Matt Johns,"CHALFONT, PA",Virginia,QB,ACC
Brendan Marshall,"GAITHERSBURG, MD",Virginia,QB,ACC
Miles Gooch,"DECATUR, GA",Virginia,WR,ACC
Andrew Mackay,"FAIRFAX, VA",Virginia,QB,ACC
E.J. Scott,"ELLICOTT CITY, MD",Virginia,WR,ACC
Tim Smith,"CHESAPEAKE, VA",Virginia,WR,ACC
Adrian Gamble,"CHARLOTTE, NC",Virginia,WR,ACC
Jamall Brown,"HAMPTON, VA",Virginia,WR,ACC
Canaan Severin,"MARLBOROUGH, MA",Virginia,WR,ACC
Keeon Johnson,"KANNAPOLIS, NC",Virginia,WR,ACC
Kyle Dockins,"VIRGINIA BEACH, VA",Virginia,WR,ACC
Ryan Santoro,"OAK HILL, VA",Virginia,WR,ACC
Michael Brainard,"CLIFTON, VA",Virginia Tech,WR,ACC
Corey Gravely,"MAX MEADOWS, VA",Virginia Tech,WR,ACC
Mark Irick,"SAINT MATTHEWS, SC",Virginia Tech,WR,ACC
Connor Jessop,"ASHBURN, VA",Virginia Tech,QB,ACC
Austin Jones,"MASON, OH",Virginia Tech,WR,ACC
Terrence Travis,"BLACKSBURG, VA",Virginia Tech,WR,ACC
Logan Thomas,"LYNCHBURG, VA",Virginia Tech,QB,ACC
Joshua Stanford,--,Virginia Tech,WR,ACC
Mark Leal,"GREENACRES, FL",Virginia Tech,QB,ACC
Bucky Hodges,"VIRGINIA BEACH, VA",Virginia Tech,QB,ACC
Brenden Motley,"CHRISTIANSBURG, VA",Virginia Tech,QB,ACC
Trey Gresh,"BLACKSBURG, VA",Virginia Tech,QB,ACC
Carlis Parker,"STATESVILLE, NC",Virginia Tech,WR,ACC
D.J. Coles,"MAIDENS, VA",Virginia Tech,WR,ACC
David Prince,"ROANOKE, VA",Virginia Tech,WR,ACC
Deon Newsome,"HAMPTON, VA",Virginia Tech,WR,ACC
Demitri Knowles,--,Virginia Tech,WR,ACC
Willie Byrn,"VIRGINIA BEACH, VA",Virginia Tech,WR,ACC
Charley Meyer,"RICHMOND, VA",Virginia Tech,WR,ACC
E.L. Smiling,"STAFFORD, VA",Virginia Tech,WR,ACC
Matt James,"RALEIGH, NC",Wake Forest,WR,ACC
Michael Campanaro,"CLARKSVILLE, MD",Wake Forest,WR,ACC
Tyler Cameron,"JUPITER, FL",Wake Forest,QB,ACC
Orville Reynolds,"CORAL SPRINGS, FL",Wake Forest,WR,ACC
Patrick Thompson,"ASHBURN, VA",Wake Forest,QB,ACC
Maddox Stamey,"RUTHERFORDTON, NC",Wake Forest,QB,ACC
Kevin Sousa,"ORLANDO, FL",Wake Forest,QB,ACC
Michael Radford,"CHARLOTTE, NC",Wake Forest,QB,ACC
Tanner Price,"AUSTIN, TX",Wake Forest,QB,ACC
Airyn Willis,"HIGH POINT, NC",Wake Forest,WR,ACC
Tyree Harris,"MARIETTA, GA",Wake Forest,WR,ACC
Brendan Wood,"MENDHAM, NJ",Wake Forest,QB,ACC
Pat Long,"SKILLMAN, NJ",Wake Forest,QB,ACC
Sherman Ragland III,"DURHAM, NC",Wake Forest,WR,ACC
P.J. Howard IV,"PORTSMOUTH, VA",Wake Forest,WR,ACC
Jonathan Williams,"ATLANTA, GA",Wake Forest,WR,ACC
Brandon Terry,"ALPHARETTA, GA",Wake Forest,WR,ACC
Brad Idzik,"MERCER ISLAND, WA",Wake Forest,WR,ACC
Jared Crump,"SAINT JAMES CITY, FL",Wake Forest,WR,ACC
Corey Coleman,"RICHARDSON, TX",Baylor,WR,Big 12
Robbie Rhodes,"FORT WORTH, TX",Baylor,WR,Big 12
Jay Lee,"ALLEN, TX",Baylor,WR,Big 12
Antwan Goodley,"MIDLAND, TX",Baylor,WR,Big 12
Andrew Frerking,"NORCROSS, GA",Baylor,QB,Big 12
Quan Jones,"WYLIE, TX",Baylor,WR,Big 12
Chris Johnson,"BRYAN, TX",Baylor,QB,Big 12
Bryce Petty,"MIDLOTHIAN, TX",Baylor,QB,Big 12
Cole Edmiston,"GATESVILLE, TX",Baylor,QB,Big 12
Tevin Reese,"TEMPLE, TX",Baylor,WR,Big 12
Seth Russell,"GARLAND, TX",Baylor,QB,Big 12
Clay Fuller,"BULVERDE, TX",Baylor,WR,Big 12
Brandon Brown,"AUSTIN, TX",Baylor,WR,Big 12
Levi Norwood,"STATE COLLEGE, PA",Baylor,WR,Big 12
Cal Spangler,"GEORGETOWN, TX",Baylor,WR,Big 12
Kaleb Moore,"CYPRESS, TX",Baylor,WR,Big 12
Lynx Hawthorne,"REFUGIO, TX",Baylor,WR,Big 12
Tuswani Copeland,"LAWTON, OK",Baylor,WR,Big 12
Andy Ritter,"MANSFIELD, TX",Baylor,WR,Big 12
Tyler Ellis,"LORENA, TX",Baylor,WR,Big 12
Jarvis West,--,Iowa State,WR,Big 12
Grant Rohach,"MOORPARK, CA",Iowa State,QB,Big 12
P.J. Harris,"GROVELAND, FL",Iowa State,WR,Big 12
Trevor Hodge,"PERRIS, CA",Iowa State,QB,Big 12
Tad Ecby,"HOUSTON, TX",Iowa State,WR,Big 12
Joel Lanning,"ANKENY, IA",Iowa State,QB,Big 12
D'Vario Montgomery,"WINTER PARK, FL",Iowa State,WR,Big 12
Quenton Bundrage,"PALMETTO, FL",Iowa State,WR,Big 12
Sam B. Richardson,"WINTER PARK, FL",Iowa State,QB,Big 12
Dondre Daley,"TARPON SPRINGS, FL",Iowa State,WR,Big 12
Chanse Creekmur,"MARSHALLTOWN, IA",Iowa State,QB,Big 12
Brandon Harris,"CEDAR HILL, TX",Iowa State,WR,Big 12
Brandon Horbach,"TOLEDO, IA",Iowa State,QB,Big 12
Albert Gary,"OCALA, FL",Iowa State,WR,Big 12
Bryan Ajumobi,"GRAND PRAIRIE, TX",Iowa State,WR,Big 12
Ben Fisher,"VAN METER, IA",Iowa State,WR,Big 12
Justin Coleman,"BEATRICE, NE",Iowa State,WR,Big 12
Quan West,"WILLIS, TX",Iowa State,WR,Big 12
Derek Hammann,"DYERSVILLE, IA",Iowa State,WR,Big 12
Brett Medders,"WESTLAKE VILLAGE, CA",Iowa State,WR,Big 12
Mitchell Harger,"ALBURNETT, IA",Iowa State,WR,Big 12
Chase Onken,"NORWALK, IA",Iowa State,WR,Big 12
Matt Bannon,"DALLAS, TX",Iowa State,WR,Big 12
Ben Dinkins,"HOLLYWOOD, FL",Iowa State,WR,Big 12
Rodriguez Coleman,"CINCINNATI, OH",Kansas,WR,Big 12
Montell Cozart,"KANSAS CITY, MO",Kansas,QB,Big 12
Mark Thomas,"JAMAICA, NY",Kansas,WR,Big 12
Josh Ford,"LANDOVER, MD",Kansas,WR,Big 12
Jake Heaps,"SAMMAMISH, WA",Kansas,QB,Big 12
T.J. Millweard,"COLLEYVILLE, TX",Kansas,QB,Big 12
Tre' Parmalee,"OVERLAND PARK, KS",Kansas,WR,Big 12
Christian Matthews,"ARLINGTON, TX",Kansas,WR,Big 12
Ishmael Hyman,"MANALAPAN, NJ",Kansas,WR,Big 12
Michael Cummings,"KILLEEN, TX",Kansas,QB,Big 12
Matt Hentges,"EUREKA, MO",Kansas,WR,Big 12
Jordan Darling,"OVERLAND PARK, KS",Kansas,QB,Big 12
Blake Jablonski,"WICHITA, KS",Kansas,QB,Big 12
Jonathan Jones,"MINNEAPOLIS, KS",Kansas,WR,Big 12
Justin McCay,"KANSAS CITY, MO",Kansas,WR,Big 12
Ricki Herod,"MESQUITE, TX",Kansas,WR,Big 12
Billy Owens,"GALVESTON, TX",Kansas,WR,Big 12
Andrew Turzilli,"BUTLER, NJ",Kansas,WR,Big 12
Nick Harwell,"MISSOURI CITY, TX",Kansas,WR,Big 12
Stephen Johnson,"FRESNO, CA",Kansas State,WR,Big 12
Cody Harrison,"TOPEKA, KS",Kansas State,WR,Big 12
Daniel Sams,"SLIDELL, LA",Kansas State,QB,Big 12
Deante Burton,"MANHATTAN, KS",Kansas State,WR,Big 12
Judah Jones,"SHREVEPORT, LA",Kansas State,WR,Big 12
Joe Hubener,"CHENEY, KS",Kansas State,QB,Big 12
Evan Loomis,"MACKSVILLE, KS",Kansas State,WR,Big 12
Vernon Vaughn,"KANSAS CITY, KS",Kansas State,WR,Big 12
Lucas Munds,"HUTCHINSON, KS",Kansas State,WR,Big 12
Stanton Weber,"OVERLAND PARK, KS",Kansas State,WR,Big 12
Steven West,"KELLER, TX",Kansas State,WR,Big 12
Curry Sexton,"ABILENE, KS",Kansas State,WR,Big 12
Jake Waters,"COUNCIL BLUFFS, IA",Kansas State,QB,Big 12
Tyler Lockett,"TULSA, OK",Kansas State,WR,Big 12
Jesse Ertz,"BURLINGTON, IA",Kansas State,QB,Big 12
Kody Cook,"LOUISBURG, KS",Kansas State,QB,Big 12
Kyle Echols,"O FALLON, MO",Kansas State,WR,Big 12
Collin Sexton,"ABILENE, KS",Kansas State,WR,Big 12
Dylan Veatch,"SHAWNEE, KS",Kansas State,WR,Big 12
Ty Wendland,"LEONARDVILLE, KS",Kansas State,WR,Big 12
LeAndrew Gordon,"ARLINGTON, TX",Kansas State,WR,Big 12
Taylor Hilgers,"MANHATTAN, KS",Kansas State,WR,Big 12
Kyle Klein,"LOVELAND, CO",Kansas State,WR,Big 12
Michael Mann,"ALEDO, TX",Kansas State,WR,Big 12
Logan Stephens,"GRINNELL, KS",Kansas State,WR,Big 12
Tramaine Thompson,"JENKS, OK",Kansas State,WR,Big 12
Torell Miller,"NEW ORLEANS, LA",Kansas State,WR,Big 12
Kendal Thompson,"OKLAHOMA CITY, OK",Oklahoma,QB,Big 12
Sterling Shepard,"OKLAHOMA CITY, OK",Oklahoma,WR,Big 12
Durron Neal,"SAINT LOUIS, MO",Oklahoma,WR,Big 12
Dannon Cavil,"SAN ANTONIO, TX",Oklahoma,WR,Big 12
Jalen Saunders,"ELK GROVE, CA",Oklahoma,WR,Big 12
Trevor Knight,"SAN ANTONIO, TX",Oklahoma,QB,Big 12
Blake Bell,"WICHITA, KS",Oklahoma,QB,Big 12
Lacoltan Bester,"SCOOBA, MS",Oklahoma,WR,Big 12
Derrick Woods,"INGLEWOOD, CA",Oklahoma,WR,Big 12
Cody Thomas,"COLLEYVILLE, TX",Oklahoma,QB,Big 12
Jaz Reynolds,"HOUSTON, TX",Oklahoma,WR,Big 12
Trey Metoyer,"WHITEHOUSE, TX",Oklahoma,WR,Big 12
Ashton Bennett,"HOUSTON, TX",Oklahoma,WR,Big 12
Julian Winters,"SACRAMENTO, CA",Oklahoma,WR,Big 12
Jordan Smallwood,"JENKS, OK",Oklahoma,WR,Big 12
Austin Brown,"BUFFALO, SD",Oklahoma,WR,Big 12
Cody Barrow,"MCKINNEY, TX",Oklahoma,WR,Big 12
Austin Bennett,"MANVEL, TX",Oklahoma,WR,Big 12
Grant Bothun,"ROWLETT, TX",Oklahoma,WR,Big 12
K.J. Young,"PERRIS, CA",Oklahoma,WR,Big 12
Brandon Kitchens,"JENKS, OK",Oklahoma,WR,Big 12
Zach Long,"NORMAN, OK",Oklahoma,WR,Big 12
Cody Chancellor,"OKLAHOMA CITY, OK",Oklahoma,WR,Big 12
Bryan Ekwede,--,Oklahoma,WR,Big 12
Ra'Shaad Samples,"DALLAS, TX",Oklahoma State,WR,Big 12
Marcell Ateman,"DALLAS, TX",Oklahoma State,WR,Big 12
J.W. Walsh,"DENTON, TX",Oklahoma State,QB,Big 12
Josh Stewart,"DENTON, TX",Oklahoma State,WR,Big 12
Brandon Sheperd,"SAINT LOUIS, MO",Oklahoma State,WR,Big 12
C.J. Curry,"FLOWERY BRANCH, GA",Oklahoma State,WR,Big 12
Clint Chelf,"ENID, OK",Oklahoma State,QB,Big 12
Jake Hubenak,"GEORGETOWN, TX",Oklahoma State,QB,Big 12
Daxx Garman,"SOUTHLAKE, TX",Oklahoma State,QB,Big 12
David Glidden,"MUSTANG, OK",Oklahoma State,WR,Big 12
Quinn Shanbour,"OKLAHOMA CITY, OK",Oklahoma State,QB,Big 12
John Goodlett,"TULSA, OK",Oklahoma State,WR,Big 12
Richard Lagow,"PLANO, TX",Oklahoma State,QB,Big 12
Charlie Moore,"BULLARD, TX",Oklahoma State,WR,Big 12
Blake Jackson,"GILBERT, AZ",Oklahoma State,WR,Big 12
Tyler Holcomb,"EDMOND, OK",Oklahoma State,QB,Big 12
Jackson Radford,"CRESCENT, OK",Oklahoma State,WR,Big 12
Zach Yates,"MUSKOGEE, OK",Oklahoma State,WR,Big 12
Cameron Hunter,"DENTON, TX",Oklahoma State,WR,Big 12
Cameron Gravelle,"AUSTIN, TX",Oklahoma State,WR,Big 12
Chazten Gonzalez,"DEL CITY, OK",Oklahoma State,WR,Big 12
Christian Schroeder,"GRAPEVINE, TX",Oklahoma State,WR,Big 12
Nate Miller,"LAWTON, OK",Oklahoma State,WR,Big 12
Kameron Doolittle,"EDMOND, OK",Oklahoma State,WR,Big 12
Taylor Moss,"HOUSTON, TX",Oklahoma State,WR,Big 12
Jaren Colston-Green,"TALLAHASSEE, FL",Oklahoma State,WR,Big 12
Jhajuan Seales,"PORT ARTHUR, TX",Oklahoma State,WR,Big 12
Easton Pingleton,"ADA, OK",Oklahoma State,WR,Big 12
Brendan Fagan,"FLOWER MOUND, TX",Oklahoma State,WR,Big 12
Austin Hays,"SAN ANTONIO, TX",Oklahoma State,WR,Big 12
Blake Webb,"THE WOODLANDS, TX",Oklahoma State,WR,Big 12
Blake Barkemeyer,"NORTH RICHLAND HILLS, TX",Oklahoma State,WR,Big 12
Tracy Moore,"TULSA, OK",Oklahoma State,WR,Big 12
Logan Nault,"KINGFISHER, OK",Oklahoma State,WR,Big 12
Nick Rockwell,"FORT WORTH, TX",Oklahoma State,WR,Big 12
Trevone Boykin,"MESQUITE, TX",TCU,QB,Big 12
Brandon Carter,"EULESS, TX",TCU,WR,Big 12
Casey Pachall,"BROWNWOOD, TX",TCU,QB,Big 12
Kolby Listenbee,"ARLINGTON, TX",TCU,WR,Big 12
Josh Doctson,"MANSFIELD, TX",TCU,WR,Big 12
Matt Brown,"ALLEN, TX",TCU,WR,Big 12
Zach Allen,"TEMPLE, TX",TCU,QB,Big 12
Tyler Matthews,"WICHITA, KS",TCU,QB,Big 12
Ty Slanina,"EAST BERNARD, TX",TCU,WR,Big 12
David Porter,"DESOTO, TX",TCU,WR,Big 12
Cameron Echols-Luper,"AUBURN, AL",TCU,WR,Big 12
Carson Snyder,"ALEDO, TX",TCU,QB,Big 12
Ian Moser,"PARADISE VALLEY, AZ",TCU,WR,Big 12
Deante' Gray,"HOUSTON, TX",TCU,WR,Big 12
Devin Killpatrick,"PEARLAND, TX",TCU,WR,Big 12
Preston Miller,"DALLAS, TX",TCU,WR,Big 12
Phil Taylor,"LAKE FOREST, CA",TCU,WR,Big 12
Rahmaan Patterson,"SAINT PAUL, MN",TCU,WR,Big 12
Mason Orradre,"SAN LUIS OBISPO, CA",TCU,WR,Big 12
Bailey Desormeaux,"SUGAR LAND, TX",TCU,WR,Big 12
Ja'Juan Story,"BROOKSVILLE, FL",TCU,WR,Big 12
Bo Galarza,"EL PASO, TX",TCU,WR,Big 12
Eli Smith,"RICHARDSON, TX",TCU,WR,Big 12
LaDarius Brown,"WAXAHACHIE, TX",TCU,WR,Big 12
Cam White,"DESOTO, TX",TCU,WR,Big 12
Hector Gloria,"EAGLE PASS, TX",TCU,WR,Big 12
Mike Davis,"DALLAS, TX",Texas,WR,Big 12
Kendall Sanders,"ATHENS, TX",Texas,WR,Big 12
Case McCoy,"GRAHAM, TX",Texas,QB,Big 12
Marcus Johnson,"LEAGUE CITY, TX",Texas,WR,Big 12
Jaxon Shipley,"BROWNWOOD, TX",Texas,WR,Big 12
Jacorey Warrick,"HOUSTON, TX",Texas,WR,Big 12
David Ash,"BELTON, TX",Texas,QB,Big 12
Trey Holtz,"TAMPA, FL",Texas,QB,Big 12
Cody Boswell,"SAN ANTONIO, TX",Texas,QB,Big 12
Bryant Jackson,"SULPHUR SPRINGS, TX",Texas,WR,Big 12
Tyrone Swoopes,"WHITEWRIGHT, TX",Texas,QB,Big 12
Michael Wheeler,"SUNNYVALE, TX",Texas,WR,Big 12
David Thomann,"WINCHESTER, MA",Texas,WR,Big 12
Michael Zaring,"KELLER, TX",Texas,WR,Big 12
Hunter DeGroot,"ARLINGTON, TX",Texas,WR,Big 12
Dakota Haines,"LAGO VISTA, TX",Texas,WR,Big 12
Lane Fife,"NEW BRAUNFELS, TX",Texas,WR,Big 12
Chris Giron,"CYPRESS, TX",Texas,WR,Big 12
Tyler Marriott,"MCALLEN, TX",Texas,WR,Big 12
Jake Oliver,"DALLAS, TX",Texas,WR,Big 12
Tyler Lee,"HOUSTON, TX",Texas,WR,Big 12
Montrel Meander,"AMARILLO, TX",Texas,WR,Big 12
Ty Templin,"GRANBURY, TX",Texas,WR,Big 12
Reginald Davis,"TENAHA, TX",Texas Tech,WR,Big 12
D.J. Polite-Bray,"LITHONIA, GA",Texas Tech,WR,Big 12
Bradley Marquez,"ODESSA, TX",Texas Tech,WR,Big 12
Gary Moore,"CLARKSVILLE, TX",Texas Tech,WR,Big 12
Baker Mayfield,"AUSTIN, TX",Texas Tech,QB,Big 12
Davis Webb,"PROSPER, TX",Texas Tech,QB,Big 12
Collin Bowen,"AMARILLO, TX",Texas Tech,QB,Big 12
Shawn Corker,"FORT LAUDERDALE, FL",Texas Tech,WR,Big 12
Jakeem Grant,"MESQUITE, TX",Texas Tech,WR,Big 12
Carlos Thompson,"MANVEL, TX",Texas Tech,WR,Big 12
Dylan Cantrell,"WHITEHOUSE, TX",Texas Tech,WR,Big 12
Clayton Nicholas,"ABILENE, TX",Texas Tech,QB,Big 12
Michael Brewer,"AUSTIN, TX",Texas Tech,QB,Big 12
Eric Ward,"WICHITA FALLS, TX",Texas Tech,WR,Big 12
Derreck Edwards,"BRENHAM, TX",Texas Tech,WR,Big 12
Dominique Wheeler,"CROCKETT, TX",Texas Tech,WR,Big 12
Brandon DeFrance,"COLLEYVILLE, TX",Texas Tech,WR,Big 12
Grant Eubank,"WALL, TX",Texas Tech,WR,Big 12
Brent Mitcham,"HOUSTON, TX",Texas Tech,WR,Big 12
Brad Pearson,"LUBBOCK, TX",Texas Tech,WR,Big 12
Zach Austin,"AUSTIN, TX",Texas Tech,WR,Big 12
Jordan Davis,"ARLINGTON, TX",Texas Tech,WR,Big 12
Peyton Williams,"SOUTHLAKE, TX",Texas Tech,WR,Big 12
Aaron Fisher,"KELLER, TX",Texas Tech,WR,Big 12
Hunter Weishuhn,"SEMINOLE, TX",Texas Tech,WR,Big 12
Jacob Hurla,"TOPEKA, KS",Texas Tech,WR,Big 12
Shelton Gibson,"CLEVELAND HEIGHTS, OH",West Virginia,WR,Big 12
Mario Alford,"GARFIELD, GA",West Virginia,WR,Big 12
Daikiel Shorts,"CLAYTON, NJ",West Virginia,WR,Big 12
Ford Childress,"HOUSTON, TX",West Virginia,QB,Big 12
Gregory McPherson,"PRINCETON, WV",West Virginia,QB,Big 12
Clint Trickett,"TALLAHASSEE, FL",West Virginia,QB,Big 12
Jordan Thompson,"KATY, TX",West Virginia,WR,Big 12
Kevin White,"MACUNGIE, PA",West Virginia,WR,Big 12
Ronald Carswell,"MACON, GA",West Virginia,WR,Big 12
Paul Millard,"FLOWER MOUND, TX",West Virginia,QB,Big 12
Dante Campbell,"CLERMONT, FL",West Virginia,WR,Big 12
Kj Myers,"JACKSONVILLE, FL",West Virginia,WR,Big 12
Sam Eggleston,"HOUSTON, TX",West Virginia,WR,Big 12
Karim Pierre,"CAMBRIA HEIGHTS, NY",West Virginia,WR,Big 12
Ellijah Wellman,"HUNTINGTON, WV",West Virginia,WR,Big 12
Kyle Majnaric,"GREEN, OH",West Virginia,WR,Big 12
Garrett Hope,"THE WOODLANDS, TX",West Virginia,WR,Big 12
Jacky Marcellus,"IMMOKALEE, FL",West Virginia,WR,Big 12
Vernon Davis,"MIAMI, FL",West Virginia,WR,Big 12
Devonte Mathis,"MIAMI, FL",West Virginia,WR,Big 12
Logan Moore,"FAIRMONT, WV",West Virginia,WR,Big 12
Ivan McCartney,"MIAMI, FL",West Virginia,WR,Big 12
Cody Clay,"ALUM CREEK, WV",West Virginia,WR,Big 12
Chai Smith,"WARMINSTER, PA",West Virginia,WR,Big 12
Quincy Redmon,"CUMBERLAND, MD",West Virginia,WR,Big 12
Nathan Scheelhaase,"KANSAS CITY, MO",Illinois,QB,Big Ten
Reilly O'Toole,"WHEATON, IL",Illinois,QB,Big Ten
Martize Barr,"WASHINGTON, DC",Illinois,WR,Big Ten
Miles Osei,"MOUNT PROSPECT, IL",Illinois,WR,Big Ten
Steve Hull,"CINCINNATI, OH",Illinois,WR,Big Ten
Chase Haslett,"CLAYTON, MO",Illinois,QB,Big Ten
Ryan Lankford,"JACKSONVILLE, FL",Illinois,WR,Big Ten
Wes Lunt,"ROCHESTER, IL",Illinois,QB,Big Ten
Dionte Taylor,"FORT LAUDERDALE, FL",Illinois,WR,Big Ten
Owens Brian,"HINSDALE, IL",Illinois,QB,Big Ten
Brian Owens,"HINSDALE, IL",Illinois,QB,Big Ten
Aaron Bailey,"BOLINGBROOK, IL",Illinois,QB,Big Ten
Man Berg,"SHERMAN OAKS, CA",Illinois,QB,Big Ten
Marchie Murdock,"ARLINGTON, TX",Illinois,WR,Big Ten
Justin Hardee,"CLEVELAND, OH",Illinois,WR,Big Ten
Sean Hussey,"CHARLESTON, IL",Illinois,QB,Big Ten
Peter Bonahoom,"ARLINGTON HEIGHTS, IL",Illinois,WR,Big Ten
Leslie Poole,"SCHAUMBURG, IL",Illinois,WR,Big Ten
Conner Schmidt,"LINCOLN, IL",Illinois,WR,Big Ten
Spencer Harris,"GREENWOOD, AR",Illinois,WR,Big Ten
Kevin Carroll,"CHAMPAIGN, IL",Illinois,WR,Big Ten
Kameron Fry,"URBANA, IL",Illinois,WR,Big Ten
Elias Butler,--,Illinois,WR,Big Ten
Zach Grant,"SPRINGFIELD, IL",Illinois,WR,Big Ten
Shane Wynn,"CLEVELAND, OH",Indiana,WR,Big Ten
Cameron Coffman,"PECULIAR, MO",Indiana,QB,Big Ten
Cody Latimer,"DAYTON, OH",Indiana,WR,Big Ten
Tre Roberson,"INDIANAPOLIS, IN",Indiana,QB,Big Ten
Nate Sudfeld,"MODESTO, CA",Indiana,QB,Big Ten
Kevin Davis,"INDIANAPOLIS, IN",Indiana,WR,Big Ten
Matt Marencik,--,Indiana,QB,Big Ten
Nate Boudreau,"NAPERVILLE, IL",Indiana,QB,Big Ten
Ricky Jones,"SARASOTA, FL",Indiana,WR,Big Ten
Bryce Smith,"GREENVILLE, IN",Indiana,QB,Big Ten
Bryce Smith,--,Indiana,QB,Big Ten
Kofi Hughes,"INDIANAPOLIS, IN",Indiana,WR,Big Ten
Nick Stoner,"GREENWOOD, IN",Indiana,WR,Big Ten
Isaiah Roundtree,"INDIANAPOLIS, IN",Indiana,WR,Big Ten
Isaac Griffith,"FORT WAYNE, IN",Indiana,WR,Big Ten
Isaac Griffith,"FORT WAYNE, IN",Indiana,WR,Big Ten
Tyler Brady,"PROSPECT HEIGHTS, IL",Indiana,QB,Big Ten
Max Matthews,"GRANGER, IN",Indiana,QB,Big Ten
Ty Smith,"BLOOMINGTON, IN",Indiana,WR,Big Ten
Danny Dunn,--,Indiana,WR,Big Ten
Kray'Shawn Brewer,--,Indiana,WR,Big Ten
Joe Pesut,"ZIONSVILLE, IN",Indiana,WR,Big Ten
Andre Booker,"CHESTERFIELD, MO",Indiana,WR,Big Ten
Damon Graham,"INDIANAPOLIS, IN",Indiana,WR,Big Ten
Anthony Young,"MEDINA, OH",Indiana,WR,Big Ten
Anthony Young,"MEDINA, OH",Indiana,WR,Big Ten
Duwyce Wilson,"COLUMBUS, IN",Indiana,WR,Big Ten
Caleb Cornett,"INDIANAPOLIS, IN",Indiana,WR,Big Ten
Chandler Miller,"RICHMOND, IN",Indiana,WR,Big Ten
Mitchell Paige,"CARMEL, IN",Indiana,WR,Big Ten
Tevaun Smith,"TORONTO, ON",Iowa,WR,Big Ten
Justin Joyce,"MIDLOTHIAN, VA",Iowa,QB,Big Ten
Drew Zaun,"URBANDALE, IA",Iowa,WR,Big Ten
Don Shumpert,"SAINT LOUIS, MO",Iowa,WR,Big Ten
Blake Haluska,"CARROLL, IA",Iowa,WR,Big Ten
Nic Shimonek,"CORSICANA, TX",Iowa,QB,Big Ten
Kevonte Martin-Manley,"PONTIAC, MI",Iowa,WR,Big Ten
Connor Keane,"SAINT PAUL, MN",Iowa,WR,Big Ten
Jake Rudock,"WESTON, FL",Iowa,QB,Big Ten
C.J. Beathard,"FRANKLIN, TN",Iowa,QB,Big Ten
Jacob Hillyer,"SOMERSET, TX",Iowa,WR,Big Ten
Derrick Willies,"ROCK ISLAND, IL",Iowa,WR,Big Ten
Cody Sokol,"PHOENIX, AZ",Iowa,QB,Big Ten
Andrew Stone,"CEDAR FALLS, IA",Iowa,WR,Big Ten
